outlet_id,outlet_name,url,outlet_type,community_id,city,state
161,Glendora Patch,http://patch.com/california/glendora,Online Only,29,"Glendora, CA",CA
373,Glendora Community News,http://www.glendoracommunitynews.com/,Newspaper/Magazine,29,"Glendora, CA",CA
533,San Gabriel Valley Examiner,http://www.sgvexaminer.com/home.htm,Newspaper/Magazine,29,"Glendora, CA",CA
534,San Gabriel Valley Tribune (Glendora/San Dimas/La Verne Highlander),http://www.sgvtribune.com/,Newspaper/Magazine,NA,"Glendora,CA",CA
143,K214DF 90.7 FM,http://myfaithradio.com/,Radio Station,30,"Golden Valley, MN",MN
173,Golden Valley Patch,http://patch.com/minnesota/goldenvalley,Online Only,30,"Golden Valley, MN",MN
179,New Hope-Golden Valley Sun Post,http://post.mnsun.com/new-hope/,Newspaper/Magazine,30,"Golden Valley, MN",MN
214,KDIZ AM 1570,http://twincitieswellnessradio.com/,Radio Station,30,"Golden Valley, MN",MN
285,KQRS-FM 92.5,http://www.92kqrs.com/,Radio Station,30,"Golden Valley, MN",MN
13,KYCR AM 1440,http://www.twincitiesbusinessradio.com/,Radio Station,30,"Golden Valley, MN",MN
1,WBFX FM 101.3,http://1013thebrew.iheart.com/,Radio Station,31,"Grand Rapids, MI",MI
2,3ABN,http://3abn.org/,Online Only,31,"Grand Rapids, MI",MI
41,W231DD 94.1 FM (WVIC Lansing rebroadcast),http://941theduke.com/,Radio Station,31,"Grand Rapids, MI",MI
49,WBCT FM 93.7,http://b93.iheart.com/,Radio Station,31,"Grand Rapids, MI",MI
57,WBLU FM 88.9,http://bluelake.org/radio/index.php,Radio Station,31,"Grand Rapids, MI",MI
75,WMAX AM 1440,http://espn961.iheart.com/,Radio Station,31,"Grand Rapids, MI",MI
77,WXMI TV 17,http://fox17online.com/,TV Station,31,"Grand Rapids, MI",MI
125,Lazo Cultural,http://lazocultural.com/,Newspaper/Magazine,31,"Grand Rapids, MI",MI
126,WJWC-LP,http://life973.com/,Radio Station,31,"Grand Rapids, MI",MI
131,WSNH-LP 103.9,http://loveatthecross.com/,Radio Station,31,"Grand Rapids, MI",MI
135,WVGR FM 104.1,http://michiganradio.org/,Radio Station,31,"Grand Rapids, MI",MI
139,W227CG 93.3 FM,http://miradiopoderosa.com/,Radio Station,31,"Grand Rapids, MI",MI
142,WLHT-FM 95.7,http://mychannel957.com/,Radio Station,31,"Grand Rapids, MI",MI
187,WTRV-FM,http://rivergrandrapids.com/,Radio Station,31,"Grand Rapids, MI",MI
189,"Great Lakes, Great Times, Great Scott",http://scottyurb.blogspot.com/,Online Only,31,"Grand Rapids, MI",MI
213,WNWZ 1410 AM,http://touch1410.com/,Radio Station,31,"Grand Rapids, MI",MI
228,WSRW FM 105.7,http://westmichiganstar.iheart.com/,Radio Station,31,"Grand Rapids, MI",MI
229,WFGR FM 98.7,http://wfgr.com/,Radio Station,31,"Grand Rapids, MI",MI
232,WGRD-FM 97.9,http://wgrd.com/,Radio Station,31,"Grand Rapids, MI",MI
233,WGVU AM 1480,http://wgvu2.org/realoldies/,Radio Station,31,"Grand Rapids, MI",MI
243,WOOD AM 1300,http://woodradio.iheart.com/,Radio Station,31,"Grand Rapids, MI",MI
244,WOOD TV 8,http://woodtv.com/,TV Station,31,"Grand Rapids, MI",MI
247,WOTV TV 4,http://wotv4women.com/,TV Station,31,"Grand Rapids, MI",MI
260,WTKG AM 1230,http://wtkg.iheart.com/,Radio Station,31,"Grand Rapids, MI",MI
272,WJRW AM 1340,http://www.1340wjrw.com/,Radio Station,31,"Grand Rapids, MI",MI
293,W252DG 98.3 FM (WLCS rebroadcast),http://www.983wlcs.com/,Radio Station,31,"Grand Rapids, MI",MI
318,Calvin College Chimes,http://www.calvin.edu/chimes/,Newspaper/Magazine,31,"Grand Rapids, MI",MI
377,Herald Review,http://www.grandrapidsmn.com/,Newspaper/Magazine,31,"Grand Rapids, MI",MI
378,Grand Rapids Business Journal,http://www.grbj.com/,Newspaper/Magazine,31,"Grand Rapids, MI",MI
379,GRTV,http://www.grcmc.org/grtv,TV Station,31,"Grand Rapids, MI",MI
381,GRNow,http://www.grnow.com/,Online Only,31,"Grand Rapids, MI",MI
383,Grand Rapids Times,http://www.grtimes.com/,Newspaper/Magazine,31,"Grand Rapids, MI",MI
389,If the River Swells,http://www.iftheriverswells.com/,Online Only,31,"Grand Rapids, MI",MI
469,West Michigan Business Review Magazine,http://www.mlive.com/businessreview/,Newspaper/Magazine,31,"Grand Rapids, MI",MI
470,Grand Rapids Press,http://www.mlive.com/grand-rapids/,Newspaper/Magazine,31,"Grand Rapids, MI",MI
506,W237CZ 95.3 FM (WPRR rebroadcast),http://www.publicrealityradio.org/,Radio Station,31,"Grand Rapids, MI",MI
517,WRVU-LP,http://www.radiovisioncdr.com/,Radio Station,31,"Grand Rapids, MI",MI
545,WCXG FM 89.7 FM,http://www.strongtowerradio.org/,Radio Station,31,"Grand Rapids, MI",MI
570,Rapidian,http://www.therapidian.org/,Online Only,31,"Grand Rapids, MI",MI
585,WBBL FM 107.3,http://www.wbbl.com/,Radio Station,31,"Grand Rapids, MI",MI
593,WCSG FM 91.3,http://www.wcsg.org/,Radio Station,31,"Grand Rapids, MI",MI
597,WFUR-FM 102.9,http://www.wfuramfm.com/,Radio Station,31,"Grand Rapids, MI",MI
601,WGVU TV 35,http://www.wgvu.org/home/,TV Station,31,"Grand Rapids, MI",MI
614,WLAV-FM 96.9,http://www.wlav.com/,Radio Station,31,"Grand Rapids, MI",MI
641,WZZM TV 13,http://www.wzzm13.com/,TV Station,31,"Grand Rapids, MI",MI
650,W235BN 94.9 FM (WYGR),http://wygr.net/,Radio Station,31,"Grand Rapids, MI",MI
22,MiBiz,https://mibiz.com/,Newspaper/Magazine,31,"Grand Rapids, MI",MI
23,Aquinas College Saint,https://thesaintaq.com/,Newspaper/Magazine,31,"Grand Rapids, MI",MI
399,K250BG 97.9 FM,http://www.kdkr.org/,Radio Station,32,"Hemet, CA",CA
576,The Valley Chronicle,http://www.thevalleychronicle.com/,Newspaper/Magazine,32,"Hemet, CA",CA
33,WGBF FM 103.1 Rock,http://103gbfrocks.com/,Radio Station,33,"Henderson, KY",KY
238,WKDQ FM 99.5 Country Music,http://wkdq.com/,Radio Station,33,"Henderson, KY",KY
258,WSON AM 860 and w243CU FM (WSON) 96.5,http://wsonradio.com/,Radio Station,33,"Henderson, KY",KY
561,The Gleaner,http://www.thegleaner.com/,Newspaper/Magazine,33,"Henderson, KY",KY
11,WTVW TV 7,http://www.tristatehomepage.com/,TV Station,33,"Henderson, KY",KY
661,Henderson Watch,https://www.facebook.com/HendersonWatch,Online Only,33,"Henderson, KY",KY
101,K288GY (KCPW) 105.5 Public Media,http://kcpw.org/,Radio Station,34,"Holladay, UT",UT
332,Cottonwood-Holladay Journal,http://www.cottonwoodholladayjournal.com/,Newspaper/Magazine,34,"Holladay, UT",UT
443,KMNY AM 1360,http://www.lavoz1360dallas.com/,Radio Station,35,"Hurst, TX",TX
177,Sammamish-Issaquah Patch,http://patch.com/washington/sammamish,Online Only,37,"Issaquah, WA",WA
351,The Issaquah Press,http://www.eastofseattle.news/issaquah/,Newspaper/Magazine,37,"Issaquah, WA",WA
391,Issaquah 360,http://www.issaquah360.com/,Online Only,37,"Issaquah, WA",WA
392,Issaquah/Sammamish Reporter,http://www.issaquahreporter.com/,Newspaper/Magazine,37,"Issaquah, WA",WA
80,Free Press Publications,http://fpp.cc/,Online Only,38,"Keene, NH",NH
81,FPPradioNews,http://fppradio.com/,Radio Station,38,"Keene, NH",NH
82,Free Keene,http://freekeene.com/,Online Only,38,"Keene, NH",NH
113,Keene State College Equinox,http://kscequinox.com/,Newspaper/Magazine,38,"Keene, NH",NH
148,WEVN FM 90.7 New Hampshire Public Radio,http://nhpr.org/,Radio Station,38,"Keene, NH",NH
204,WSNI FM 97.7 Sunny 97,http://sunnykeene.com/,Radio Station,38,"Keene, NH",NH
237,WZBK AM 1290;,http://wkbkradio.com/,Radio Station,38,"Keene, NH",NH
239,w256BJ FM 99.1 Classic Hits,http://wkne.com/,Radio Station,38,"Keene, NH",NH
269,W288BN FM 105.5 WYRY  Country,http://www.1049nashiconradio.com/,Radio Station,38,"Keene, NH",NH
277,W281AU FM 104.1 WZBK,http://www.1490wkvt.com/,Radio Station,38,"Keene, NH",NH
491,WEKW New Hampsure Public Television,http://www.nhptv.org/,TV Station,38,"Keene, NH",NH
532,Keene Sentinel,http://www.sentinelsource.com/,Newspaper/Magazine,38,"Keene, NH",NH
535,Monadnock Shopper News,http://www.shoppernews.com/,Newspaper/Magazine,38,"Keene, NH",NH
569,W293AB FM 106.5 WHDQ,http://www.theqrocks.com/,Radio Station,38,"Keene, NH",NH
612,WKNH FM 91.3 Keene State College,http://www.wknh.org/,Radio Station,38,"Keene, NH",NH
27,Free Talk Radio Live Blog,https://www.freetalklive.com/,Online Only,38,"Keene, NH",NH
384,KINE AM 1330,http://www.hawaiian105.com/,Radio Station,39,"Kingsville, TX",TX
406,KFTX FM 97.5 Real Country,http://www.kftx.com/,Radio Station,39,"Kingsville, TX",TX
411,Kingsville Record and Bishop News,http://www.kingsvillerecord.com/,Newspaper/Magazine,39,"Kingsville, TX",TX
424,K31KK-D Transmit channel 31 KDF,http://www.kristv.com/category/293859/kdf,TV Station,39,"Kingsville, TX",TX
425,"KTAI FM 91.1 Texas A&M, Kingsville",http://www.ktaifm.com/,Radio Station,39,"Kingsville, TX",TX
515,K226BA FM 93.1 WKLBD,http://www.radiolibertad.net/,Radio Station,39,"Kingsville, TX",TX
523,KKBA FM 92.7,http://www.rock927.com/,Radio Station,39,"Kingsville, TX",TX
539,The South Texan:  Texas A&M - Kingsville,http://www.southtexannews.com/,Newspaper/Magazine,39,"Kingsville, TX",TX
61,La Crosse Catholic Times,http://catholiclife.diolc.org/,Newspaper/Magazine,40,"La Crosse, WI",WI
120,The La Crosse Tribune,http://lacrossetribune.com/,Newspaper/Magazine,40,"La Crosse, WI",WI
184,K250AZ WTPM FM 97.9 Prayz Network,http://prayznetwork.com/,Radio Station,40,"La Crosse, WI",WI
208,University of Wisconsin-LaCrosse - UWLAX Racquet,http://theracquet.org/,Newspaper/Magazine,40,"La Crosse, WI",WI
250,WHLA-TV 31 State of WI - Ed Comm. Board,http://wpt.org/,TV Station,40,"La Crosse, WI",WI
273,WIZM-FM  92.3,http://www.1410wizm.com/,Radio Station,40,"La Crosse, WI",WI
278,WLFN AM 1490 Today's Talk 1490,http://www.1490wlfn.com/,Radio Station,40,"La Crosse, WI",WI
281,WKTY AM 580 Family Radio,http://www.580wkty.com/,Radio Station,40,"La Crosse, WI",WI
288,WRQT FM 95.7 Rock Station,http://www.957therock.com/,Radio Station,40,"La Crosse, WI",WI
333,Coulee Parenting Connection,http://www.cpclax.com/,Newspaper/Magazine,40,"La Crosse, WI",WI
410,WQCC FM 106.3 Mississippi,http://www.kicks1063.com/,Radio Station,40,"La Crosse, WI",WI
422,"W299AC KQYB FM 107.7 Family Radio, Inc.",http://www.kq98.com/,Radio Station,40,"La Crosse, WI",WI
428,W50DR-D KTTC Transmit 50 NBC,http://www.kttc.com/,TV Station,40,"La Crosse, WI",WI
489,WKBT-DT QueenB Television,http://www.news8000.com/,TV Station,40,"La Crosse, WI",WI
609,WLAX - 25 Nexstar Broadcasting,http://www.wiproud.com/,TV Station,40,"La Crosse, WI",WI
615,WLXR-FM 104.9 Mississippi Valley,http://www.wlxr.com/,Radio Station,40,"La Crosse, WI",WI
624,WHLA FM 90.3 Univ.,http://www.wpr.org/whla-fm-903-la-crosse,Radio Station,40,"La Crosse, WI",WI
625,WLSU 88.9 State of WI,http://www.wpr.org/wlsu-fm-889-la-crosse,Radio Station,40,"La Crosse, WI",WI
638,K229BH WWIB FM 93.7 W. WI Inspirational,http://www.wwib.com/,Radio Station,40,"La Crosse, WI",WI
639,WXOW DTV  19,http://www.wxow.com/,TV Station,40,"La Crosse, WI",WI
223,WCOE FM 96.7 Country,http://wcoefm.com/,Radio Station,41,"La Porte, IN",IN
363,WJCH FM 106.9 Religious,http://www.familyradio.org/,Radio Station,41,"La Porte, IN",IN
385,LaPorte Herald-Argus,http://www.heraldargus.com/,Newspaper/Magazine,41,"La Porte, IN",IN
663,WLOI AM 1540 Nostalgia,https://www.facebook.com/pages/Wloi-AM-1540/117533534975327,Radio Station,41,"La Porte, IN",IN
266,WBUZ 102.9 The Buzz,http://www.1029thebuzz.com/,Radio Station,42,"La Vergne, TN",TN
58,KLMV-LD TV Salazar,http://buenav.net/,TV Station,43,"Laredo, TX",TX
70,De Laredo Blog,http://delaredo.blogspot.com/,Online Only,43,"Laredo, TX",TX
104,KHOY FM 88.1 Catholic Communications,http://khoy.org/,Radio Station,43,"Laredo, TX",TX
123,El Manana/Laredo Sun,http://laredosun.us/,Newspaper/Magazine,43,"Laredo, TX",TX
150,KLDO-DTV Entravision Holdings 27,http://noticias.entravision.com/laredo/,TV Station,43,"Laredo, TX",TX
276,KLNT AM 1490,http://www.1490therodeo.com/,Radio Station,43,"Laredo, TX",TX
311,KRRG FM 98.1 Encarnacion A. Guerra,http://www.bigbuck98.com/,Radio Station,43,"Laredo, TX",TX
348,KQUR FM 94.9 Border Broadcasters,http://www.digital949.com/,Radio Station,43,"Laredo, TX",TX
387,KNEX FM 106.1 MBM Radio Larado,http://www.hot1061.net/,Radio Station,43,"Laredo, TX",TX
395,KBNL FM 89.9 World Radio Network Inc,http://www.kbnl.org/,Radio Station,43,"Laredo, TX",TX
408,KGNS 8 NBC,http://www.kgns.tv/,TV Station,43,"Laredo, TX",TX
440,KBDR-FM1 100.5,http://www.laley1005.com/,Radio Station,43,"Laredo, TX",TX
447,Laredo Morning Times,http://www.lmtonline.com/,Newspaper/Magazine,43,"Laredo, TX",TX
448,El Tiempo de Laredo,http://www.lmtonline.com/el_tiempo/,Newspaper/Magazine,43,"Laredo, TX",TX
479,KXOF-CD Extravision Fox 39,http://www.mylaredofox.com/,TV Station,43,"Laredo, TX",TX
516,KLAR AM 1300 Faith and Power Comm Inc,http://www.radiopoder1300.com/,Radio Station,43,"Laredo, TX",TX
555,The Bridge:  Texas A&M International Univ.,http://www.thebridgenewspaper.com/,Newspaper/Magazine,43,"Laredo, TX",TX
648,KJBZ FM 92.7 Encarnacion A. Guerra,http://www.z93laredo.com/,Radio Station,43,"Laredo, TX",TX
255,W245 96.9 FM,http://wsbrradio.com/,Radio Station,44,"Lauderdale Lakes, FL",FL
43,WKGL FM 96.7 The Eagle,http://967theeagle.net/,Radio Station,47,"Loves Park, IL",IL
441,W263BJ FM 100.5 Mid-way radio/ WNTA 1330 AM,http://www.lamovidaradiorockford.com/,Radio Station,47,"Loves Park, IL",IL
38,W222AF (WGST) 92.3,http://640wgst.iheart.com/,Radio Station,48,"Marietta, GA",GA
48,W286AZ (WFOM) (CP) 106.3 and WFOM 1230 AM,http://atlantassportsstation.com/,Radio Station,48,"Marietta, GA",GA
167,Marietta Patch,http://patch.com/georgia/marietta,Online Only,48,"Marietta, GA",GA
218,WFTD 1080 AM Viet Song Media,http://vietsongmedia.com/,Radio Station,48,"Marietta, GA",GA
316,The Bright Side:  Marietta and Power Springs Community Newspaper,http://www.brightsidenews.com/marpsnews.html,Newspaper/Magazine,48,"Marietta, GA",GA
457,Marietta Daily Journal,http://www.mdjonline.com/,Newspaper/Magazine,48,"Marietta, GA",GA
458,Cobb Business Journal,http://www.mdjonline.com/cobb_business_journal/,Newspaper/Magazine,48,"Marietta, GA",GA
459,Cobb Football Friday,http://www.mdjonline.com/cobb_football_friday/,Newspaper/Magazine,48,"Marietta, GA",GA
460,Neighbor News,http://www.mdjonline.com/neighbor_newspapers/,Newspaper/Magazine,48,"Marietta, GA",GA
577,Tidbits of Marietta,http://www.tidbitsweekly.com/publisher/tidbits_marietta/index.php?p=1_3_Read-Tidbits-Online,Newspaper/Magazine,48,"Marietta, GA",GA
611,WKHX 101.5 FM,http://www.wkhx.com/,Radio Station,48,"Marietta, GA",GA
658,Cobb Life Magazine,https://cobblifemagazine.wordpress.com,Newspaper/Magazine,48,"Marietta, GA",GA
44,WDIF Marion's Radio station,http://975wdif.com/,Radio Station,49,"Marion, OH",OH
157,Ohio State at Marion News,http://osumarion.osu.edu/news/,Online Only,49,"Marion, OH",OH
246,WOSB The Ohio State University,http://wosu.org/,Radio Station,49,"Marion, OH",OH
263,WWGH - Marion's LP Radio Station,http://wwgh1071.com/2016/,Radio Station,49,"Marion, OH",OH
327,WOCB-CD Central Ohio Association of Christian Broadcasters,http://www.coacb.org/,TV Station,49,"Marion, OH",OH
453,Marion Online News,http://www.mariononline.com,Online Only,49,"Marion, OH",OH
454,The Marion Star,http://www.marionstar.com,Newspaper/Magazine,49,"Marion, OH",OH
455,"WMNO-CD Positive News Network, Inc.",http://www.mariontv22.com/,TV Station,49,"Marion, OH",OH
490,WXMF Kayser Broadcast Ministries Inc,http://www.newvision.fm/,Radio Station,49,"Marion, OH",OH
653,WZMO - Marion Community Radio,http://wzmofm.com/,Radio Station,49,"Marion, OH",OH
10,KOBI Channel 5 California Oregon Broadcasting NBC,http://kobi5.com/,TV Station,50,"Medford, OR",OR
115,KTVL Channel 10 CBS,http://ktvl.com/,TV Station,50,"Medford, OR",OR
154,KRTA AM 610 Opus,http://opusradio.com/610am/,Radio Station,50,"Medford, OR",OR
155,KEZX AM 730 Opus,http://opusradio.com/730am/,Radio Station,50,"Medford, OR",OR
270,KIFS 107.5 FM KISS,http://www.107kiss.com/,Radio Station,50,"Medford, OR",OR
310,K23EX-D Better Life TV Transmit 23,http://www.betterlifetv.tv/,TV Station,50,"Medford, OR",OR
369,KMVU-DT Ch. 26 Fox,http://www.fox26medford.com/,TV Station,50,"Medford, OR",OR
398,KCMX 880,http://www.kcmxam.com/,Radio Station,50,"Medford, OR",OR
401,KDRV Channel 12 Oregon TV ABC,http://www.kdrv.com/,TV Station,50,"Medford, OR",OR
416,KMED AM 1440 Biocoastal,http://www.kmed.com/,Radio Station,50,"Medford, OR",OR
452,Mail Tribune,http://www.mailtribune.com/,Online Only,50,"Medford, OR",OR
461,Medford Nickel Classifieds,http://www.medfordnickel.com/,Newspaper/Magazine,50,"Medford, OR",OR
474,KMCW-LP Broadcasting Licenses MundoMax,http://www.mundomax.com/,TV Station,50,"Medford, OR",OR
558,KDOV 91.7 FM and,http://www.thedove.us/,Radio Station,50,"Medford, OR",OR
93,InMenlo,http://inmenlo.com/,Online Only,51,"Menlo Park, CA",CA
162,Menlo Park-Atherton Patch,http://patch.com/california/menlopark-atherton,Online Only,51,"Menlo Park, CA",CA
182,KFIV Powertalk 1360 AM,http://powertalk1360.iheart.com/,Radio Station,51,"Menlo Park, CA",CA
300,The Almanac,http://www.almanacnews.com/,Newspaper/Magazine,51,"Menlo Park, CA",CA
56,The Prodigy - UC Merced  Newspaper,http://blogs.ucmerced.edu/prodigy/,Newspaper/Magazine,52,"Merced, CA",CA
109,KMPH-CD Transmit 49,http://kmph-kfre.com/,TV Station,52,"Merced, CA",CA
132,KGAM FM 106.3 Mapleton License,http://magia1063.com/,Radio Station,52,"Merced, CA",CA
275,KYOS AM 1480 Mapleton License,http://www.1480kyos.com/,Radio Station,52,"Merced, CA",CA
283,KTIQ AM 1660 Mapleton License/105.7 The Bear,http://www.925thebear.com/,Radio Station,52,"Merced, CA",CA
290,KABX-FM 97.5 Mapleton License,http://www.975kabx.com/,Radio Station,52,"Merced, CA",CA
317,KGDM-LP FM 105.3 Calvary Chapel,http://www.calvarychapelmerced.org/info.htm,Radio Station,52,"Merced, CA",CA
319,K244DV FM 96.7 and,http://www.capradio.org/,Radio Station,52,"Merced, CA",CA
323,KAMB FM 101.5 Celebration Radio,http://www.celebrationradio.com/,Radio Station,52,"Merced, CA",CA
456,Merced County News Television,http://www.mcntvnews.com/,TV Station,52,"Merced, CA",CA
462,Merced County Times,http://www.mercedcountytimes.net/,Newspaper/Magazine,52,"Merced, CA",CA
463,Merced Sun-Star,http://www.mercedsunstar.com/,Newspaper/Magazine,52,"Merced, CA",CA
512,KBKY FM 94.1 Radio Alfa y Omega,http://www.radioalfayomega941fm.com/,Radio Station,52,"Merced, CA",CA
551,KNSO Channel 51 NBC Telemundo License LLC,http://www.telemundo51fresno.com/,TV Station,52,"Merced, CA",CA
199,The Mesquite News,http://starlocalmedia.com/mesquitenews/,Newspaper/Magazine,53,"Mesquite, TX",TX
402,KEOM FM 88.5 Mesquite Independent School District,http://www.keom.fm/,Radio Station,53,"Mesquite, TX",TX
662,Mesquite Scanner,https://www.facebook.com/MesquiteScanner/,Online Only,53,"Mesquite, TX",TX
127,WFIF AM 1500 K.W. Dolmar Religious,http://lifechangingradio.com/wfif/,Radio Station,NA,"Milford, CT",CT
164,Milford Patch,http://patch.com/connecticut/milford,Online Only,NA,"Milford, CT",CT
339,Milford-Orange Bulletin,http://www.ctbulletin.com/,Newspaper/Magazine,NA,"Milford, CT",CT
465,Milford Mirror,http://www.milfordmirror.com/,Newspaper/Magazine,NA,"Milford, CT",CT
137,Milford Living Magazine,http://milfordliving.com/,Newspaper/Magazine,NA,"Milford, CT",CT
464,Milford CT Blog,http://www.milfordctblog.com/,Online Only,NA,"Milford, CT",CT
174,Minnetonka Patch,http://patch.com/minnesota/minnetonka,Online Only,55,"Minnetonka, MN",MN
188,Sun Sailor,http://sailor.mnsun.com/minnetonka/,Newspaper/Magazine,55,"Minnetonka, MN",MN
547,Lakeshore Weekly News,http://www.swnewsmedia.com/lakeshore_weekly/,Newspaper/Magazine,55,"Minnetonka, MN",MN
268,WSFS FM 104.3 Entercom Miami,http://www.1043theshark.com/,Radio Station,56,"Miramar, FL",FL
480,Ocean Style,http://www.myoceanstyle.com/,Newspaper/Magazine,56,"Miramar, FL",FL
529,WSBZ FM 106.3 Carter Broadcasting,http://www.seabreeze.fm/,Radio Station,56,"Miramar, FL",FL
581,WDES-CD Transmit Channel 35 Beach TV,http://www.tripsmarter.com/,TV Station,56,"Miramar, FL",FL
486,New Berlin Now,http://www.newberlinnow.com/,Newspaper/Magazine,57,"New Berlin, WI",WI
39,WVCC AM 720,http://720thevoice.iheart.com/,Radio Station,58,"Newnan, GA",GA
78,WCOH AM 1400 Citicasters Licenses,http://foxsports1400.iheart.com/,Radio Station,58,"Newnan, GA",GA
211,Newnan Times-Herald,http://times-herald.com/,Newspaper/Magazine,58,"Newnan, GA",GA
212,The Newnan-Coweta Magazine,http://times-herald.com/magazine,Newspaper/Magazine,58,"Newnan, GA",GA
245,WNEA AM 1300 Word Christian,http://wordchristianbroadcasting.com/wnea/,Radio Station,58,"Newnan, GA",GA
32,WONQ AM 1030 Flordia Broadcasters,http://1030lagrande.com/,Radio Station,59,"Oviedo, FL",FL
63,Heard in Central Flordia:  CMF Public Media,http://cmfmedia.org/section/hcf/,Online Only,59,"Oviedo, FL",FL
282,W288CJ FM 105.5 Penn. Media Associates,http://www.660theanswer.com/,Radio Station,59,"Oviedo, FL",FL
531,Seminole Voice,http://www.seminolevoice.com/,Online Only,59,"Oviedo, FL",FL
36,KTGX FM 106.1 Clear Channel,http://1061thetwister.iheart.com/,Radio Station,60,"Owasso, OK",OK
496,Owassoisms,http://www.owassoisms.com/,Online Only,60,"Owasso, OK",OK
12,Owasso Reporter,http://www.tulsaworld.com/communities/owasso/,Newspaper/Magazine,60,"Owasso, OK",OK
207,The Daily Mississipian (The DM Online):  Univ of MS,http://thedmonline.com/,Newspaper/Magazine,61,"Oxford, AL",AL
292,WVOK-FM 97.9 East Alabama's Fav. Music,http://www.979wvok.com/,Radio Station,61,"Oxford, AL",AL
497,The Oxford Eagle,http://www.oxfordeagle.com/,Newspaper/Magazine,61,"Oxford, AL",AL
598,"W256BH FM 99.1 ""The Fox"" and",http://www.wfzxthefox.com/,Radio Station,61,"Oxford, AL",AL
632,WTBJ FM 91.3 Trinity Christian Academy,http://www.wtbj.org/,Radio Station,61,"Oxford, AL",AL
90,KUTY AM 1470 High Desert,http://highdesertbroadcasting.com/,Radio Station,62,"Palmdale, CA",CA
206,The Antelope Valley Times,http://theavtimes.com/,Online Only,62,"Palmdale, CA",CA
308,Antelope Valley Press,http://www.avpress.com/,Newspaper/Magazine,62,"Palmdale, CA",CA
354,El Sol Del Desierto,http://www.elsoldeldesiertoav.com/,Online Only,62,"Palmdale, CA",CA
442,K241AJ FM 96.1 Family Stations,http://www.laquebuena961.com/,Radio Station,62,"Palmdale, CA",CA
494,K256BS (KODV) FM 99.1 Ondas,http://www.ondasdevida.com/,Radio Station,62,"Palmdale, CA",CA
536,K211EY (KHMS) FM 90.1 Faith Communications Corp.,http://www.sosradio.net/,Radio Station,62,"Palmdale, CA",CA
498,The Parma Observer,http://www.parmaobserver.com/,Online Only,63,"Parma Heights, OH",OH
112,KROQ-FM 106.7 CBS Radio,http://kroq.cbslocal.com/,Radio Station,64,"Pasadena, CA",CA
158,The Pasadena/San Gabriel Valley Journal,http://pasadenajournal.com/,Newspaper/Magazine,64,"Pasadena, CA",CA
159,Pasadena Magazine,http://pasadenamag.com/,Newspaper/Magazine,64,"Pasadena, CA",CA
163,Pasadena Patch,http://patch.com/california/pasadena-ca,Online Only,64,"Pasadena, CA",CA
186,KDIS AM 1110 Children's,http://radio.disney.com/,Radio Station,64,"Pasadena, CA",CA
302,KAZN AM 1300 Asian,http://www.am1300.com/,Radio Station,64,"Pasadena, CA",CA
307,Arroyo:  Fine Living in the Greater Pasadena Area,http://www.arroyomonthly.com/,Newspaper/Magazine,64,"Pasadena, CA",CA
499,Pasadena Now,http://www.pasadenanow.com/main/,Newspaper/Magazine,64,"Pasadena, CA",CA
500,Pasadena Star-News,http://www.pasadenastarnews.com/,Newspaper/Magazine,64,"Pasadena, CA",CA
501,Rose Magazine,http://www.pasadenastarnews.com/rose-parade,Newspaper/Magazine,64,"Pasadena, CA",CA
502,Pasadena Weekly,http://www.pasadenaweekly.com/cms/index/,Newspaper/Magazine,64,"Pasadena, CA",CA
503,PCC (Pasadena City College) Courier,http://www.pcccourier.com/,Newspaper/Magazine,64,"Pasadena, CA",CA
528,KPCC FM 89.3 Pasadena Area Community College,http://www.scpr.org/,Radio Station,64,"Pasadena, CA",CA
40,WPAT-FM 93.1 WPAT Licensing,http://931amor.lamusica.com/,Radio Station,65,"Paterson, NJ",NJ
178,Paterson Times,http://patersontimes.com/,Newspaper/Magazine,65,"Paterson, NJ",NJ
623,WPAT AM 930 Multicultural Radio Broadcasting,http://www.wpat930am.com/,Radio Station,65,"Paterson, NJ",NJ
29,Patersonian TAP,https://www.tapinto.net/towns/paterson,Online Only,65,"Paterson, NJ",NJ
610,WJNT AM 1180 Mississippi Talk Radio,http://www.wjnt.com/,Radio Station,66,"Pearl, MS",MS
563,WWDL 91.3 The Life FM,http://www.thelifefm.com/,Radio Station,67,"Plainfield, IN",IN
374,WLPR 960,http://www.goforth.org/WLPR960/,Radio Station,68,"Prichard, AL",AL
604,WIJD 1270 Radio That Changes the Way You Live,http://www.wilkinsradio.com/,Radio Station,68,"Prichard, AL",AL
105,WLIQ 1530 AM,http://kickam1530.com/,Radio Station,69,"Quincy, IL",IL
201,WQUB 90.3,http://stlpublicradio.org/quincy/,Radio Station,69,"Quincy, IL",IL
251,WQIN LP 102.9,http://wqinfm.org/,Radio Station,69,"Quincy, IL",IL
415,KMDY W209 ch 89.7,http://www.kmdy.org/,Radio Station,69,"Quincy, IL",IL
485,WQEC West Central Illinois Educational Channel 34,http://www.networkknowledge.tv/,TV Station,69,"Quincy, IL",IL
507,WQCY FM 103.8,http://www.q104wqcy.com/,Radio Station,69,"Quincy, IL",IL
592,WCOY 99.5,http://www.wcoy.com/,Radio Station,69,"Quincy, IL",IL
599,WGCA 88.5 FM,http://www.wgca.org/,Radio Station,69,"Quincy, IL",IL
